-4.883130,67.071683
-4.839040,55.621730
-4.682560,75.873657
-4.652820,58.959639
-4.618130,62.163769
-4.596440,54.654464
-4.574760,64.511418
-4.341920,43.366517
-4.260450,52.501100
-4.212160,38.368356
-4.071490,34.163782
-3.902570,37.067413
-3.887390,25.456962
-3.747400,34.376162
-3.646540,52.097182
-3.544830,34.203822
-3.432110,33.661203
-3.351630,26.029780
-3.115380,35.420629
-2.982410,26.336625
-2.952940,23.123982
-2.939600,18.274497
-2.882610,9.871123
-2.672340,27.860492
-2.662930,25.280113
-2.594110,28.117894
-2.091090,19.259793
-2.008660,29.640932
-1.882040,25.169661
-1.263430,26.890405
-1.065150,4.725680
-1.008080,23.251341
-0.996092,8.915811
-0.909132,22.621325
-0.892643,21.408493
-0.757375,19.611554
-0.651066,2.992705
-0.633380,22.994841
-0.547559,19.798920
-0.490987,3.438103
-0.286812,5.563866
-0.135687,19.534521
-0.110673,16.521893
-0.025829,12.867099
0.075851,13.687787
0.095237,16.038843
0.140028,35.520404
0.146876,35.149091
0.250590,11.597292
0.301480,19.152370
0.388787,21.818724
0.515222,32.576548
0.630462,28.628062
0.650283,25.440484
0.797051,18.272010
0.938474,34.918020
0.940523,38.088025
0.987027,25.712494
0.995039,33.691939
1.194740,46.119867
1.790430,49.751029
1.952720,45.043606
1.965970,35.749226
2.070230,39.465259
2.192000,42.608139
2.197170,55.486282
2.377610,62.249679
2.397450,45.767234
2.483590,59.374671
2.562140,59.324585
2.600560,58.106685
2.695050,50.624152
2.857420,65.751760
2.971100,47.697527
3.162530,75.349115
3.278320,52.782734
3.290690,69.110547
3.418610,76.220898
3.422490,74.801104
3.469240,61.332765
3.531450,62.285905
3.678600,67.356616
3.714570,76.995908
3.735140,77.531138
3.824790,81.147568
3.834630,81.664447
3.966040,90.456825
4.020500,77.339515
4.049530,74.578900
4.109440,92.901565
4.191990,89.780483
4.203660,98.203587
4.277480,106.227316
4.338700,108.804452
4.422760,103.383940
4.450220,123.633866
4.631170,108.057057
4.827870,114.654173
4.848380,111.590180
4.975930,110.439960
